7963.2,7791.3,7784.65,7741,7568.3,7601.35,7563.85,7510.3,7562.4,7536.8,7437.8,7351,7435.1,7309.3,7276.8,7422.45,7436.15,7437.75,7424.65,7563.55,7535.885,7535.885,7535.885
7555.95,7455.55,7361.8,7404,7489.1,7387.25,7298.2,7215.7,6976.35,6980.95,7162.95,7048.25,7108.45,7191.75,7210.75,7234.55,7109.55,7018.7,6970.6,7029.75,6987.05,7199.866667,7199.867
7222.3,7368.85,7475.6,7485.35,7485.3,7531.8,7486.15,7510.2,7538.75,7460.6,7498.75,7512.55,7604.35,7704.25,7714.9,7716.5,7615.1,7597,7735.2,7738.4,7550.095,7550.095,7550.095
7713.05,7758.8,7603.2,7614.35,7546.45,7555.2,7671.4,7708.95,7850.45,7914.7,7914.75,7912.05,7899.3,7855.05,7962.65,7979.9,7847.25,7849.8,7786.516667,7786.517,7786.517,7786.517,7786.517
7805.9,7747,7706.55,7735.5,7733.45,7866.05,7887.8,7848.85,7900.4,7814.9,7860.75,7890.75,7870.15,7783.4,7749.7,7731.05,7748.85,7934.9,8069.65,8156.65,8178.5,8160.1,7871.856818
8179.95,8218.95,8220.8,8201.05,8266.45,8273.05,8203.6,8170.05,8110.6,8108.85,8206.6,8140.75,8170.2,8238.5,8219.9,8203.7,8270.45,8088.6,8094.7,8127.85,8204,8287.75,8191.197727
8179.95,8218.95,8220.8,8201.05,8266.45,8273.05,8203.6,8170.05,8110.6,8108.85,8206.6,8140.75,8170.2,8238.5,8219.9,8203.7,8270.45,8088.6,8094.7,8127.85,8204,8287.75,8191.197727
8636.55,8622.9,8544.85,8551.1,8683.15,8711.35,8678.25,8575.3,8592.15,8672.15,8642.55,8624.05,8673.25,8666.9,8629.15,8632.6,8650.3,8592.2,8572.55,8607.45,8744.35,8786.2,8640.422727
8774.65,8809.65,8943,8917.95,8952.5,8866.7,8715.6,8726.6,8742.55,8779.85,8808.4,8775.9,8777.15,8867.45,8831.55,8723.05,8706.4,8745.15,8591.25,8611.15,8783.325,8783.325,8783.325
8738.1,8769.15,8743.95,8709.55,8697.6,8708.8,8573.35,8583.4,8520.4,8677.9,8659.1,8699.4,8693.05,8708.95,8691.3,8615.25,8615.25,8638,8625.7,8666.747368,8666.747,8666.747,8666.747
8626.25,8514,8484.95,8433.75,8497.05,8543.55,8432,8525.75,8296.3,8108.45,8111.6,8079.95,8074.1,7929.1,8002.3,8033.3,7965.5,8114.3,8126.9,8142.15,8224.5,8250.75,8520.75
8192.9,8086.8,8128.75,8143.15,8102.05,8246.85,8261.75,8170.8,8221.8,8182.45,8153.6,8139.45,8104.35,8082.4,8061.3,7979.1,7985.75,7908.25,8032.85,8034.85,8103.6,8185.8,8185.8
8179.5,8192.25,8190.5,8273.8,8243.8,8236.05,8288.6,8380.65,8407.2,8400.35,8412.8,8398,8417,8435.1,8349.35,8391.5,8475.8,8602.75,8641.25,8632.75,8561.3,8386.204762,8386.205
8716.4,8734.25,8740.95,8801.05,8768.3,8769.05,8778.4,8793.55,8805.05,8792.3,8724.7,8778,8821.7,8879.2,8907.85,8926.9,8939.5,8896.7,8879.6,8813.339474,8813.339,8813.339,8813.339
8945.8,8899.75,8897.55,8963.45,8946.9,8924.3,8927,8934.55,9087,9084.8,9153.7,9160.05,9126.85,9121.5,9030.45,9086.3,9108,9045.2,9100.8,9143.8,9173.75,9173.75,9047.056818
9237.85,9265.15,9261.95,9198.3,9181.45,9237,9203.45,9150.8,9139.3,9105.15,9103.5,9136.4,9119.4,9217.95,9306.6,9351.85,9342.15,9304.05,9214.572222,9214.572,9214.572,9214.572,9214.572
9313.8,9311.95,9359.9,9285.3,9314.05,9316.85,9407.3,9422.4,9400.9,9445.4,9512.25,9525.75,9429.45,9427.9,9438.25,9386.15,9360.55,9509.75,9595.1,9604.9,9624.55,9621.25,9436.986364
9616.1,9653.5,9675.1,9637.15,9663.9,9647.25,9668.25,9616.4,9606.9,9618.15,9578.05,9588.05,9657.55,9653.5,9633.6,9630,9574.95,9511.4,9491.25,9504.1,9520.9,9606.954762,9606.955
9615,9613.3,9637.6,9674.55,9665.8,9771.05,9786.05,9816.1,9891.7,9886.35,9915.95,9827.15,9899.6,9873.3,9915.25,9966.4,9964.55,10020.65,10020.55,10014.5,10077.1,9850.119048,9850.119
10114.65,10081.5,10013.65,10066.4,10057.4,9978.55,9908.05,9820.25,9710.8,9794.15,9897.3,9904.15,9837.4,9754.35,9765.55,9852.5,9857.05,9912.8,9796.05,9884.4,9917.9,9901.183333,9901.183
9974.4,9912.85,9952.2,9916.2,9929.9,9934.8,10006.05,10093.05,10079.3,10086.6,10085.4,10153.1,10147.55,10141.15,10121.9,9964.4,9872.6,9871.5,9735.75,9768.95,9788.6,9977.916667,9977.917
9859.5,9914.9,9888.7,9979.7,9988.75,10016.95,9984.8,10096.4,10167.45,10230.85,10234.45,10210.85,10146.55,10184.85,10207.7,10295.35,10343.8,10323.05,10363.65,10335.3,10138.6775,10138.68,10138.68
10440.5,10423.8,10452.5,10451.8,10350.15,10303.15,10308.95,10321.75,10224.95,10186.6,10118.05,10214.75,10283.6,10298.75,10326.9,10342.3,10348.75,10389.7,10399.55,10370.25,10361.3,10226.55,10324.75455
10121.8,10127.75,10118.25,10044.1,10166.7,10265.65,10322.25,10240.15,10192.95,10252.1,10333.25,10388.75,10463.2,10444.2,10440.3,10493,10531.5,10490.75,10477.9,10530.7,10322.2625,10322.26,10322.26
10435.55,10442.2,10443.2,10504.8,10558.85,10623.6,10637,10632.2,10651.2,10681.25,10741.55,10700.45,10788.55,10817,10894.7,10966.2,11083.7,11086,11069.65,11130.4,11049.65,11027.7,10771.15455
11016.9,10760.6,10666.55,10498.25,10476.7,10576.85,10454.95,10539.75,10500.9,10545.5,10452.3,10378.4,10360.4,10397.45,10382.7,10491.05,10582.6,10554.3,10492.85,10533.10526,10533.11,10533.11,10533.11
10458.35,10358.85,10249.25,10154.2,10242.65,10226.85,10421.4,10426.85,10410.9,10360.15,10195.15,10094.25,10124.35,10155.25,10114.75,9998.05,10130.65,10184.15,10113.7,10232.61842,10232.62,10232.62,10232.62
10211.8,10245,10128.4,10325.15,10331.6,10379.35,10402.25,10417.15,10458.65,10480.6,10528.35,10548.7,10526.2,10565.3,10564.05,10584.7,10614.35,10570.55,10617.8,10692.3,10739.35,10472.93333,10472.93
10718.05,10679.65,10618.25,10715.5,10717.8,10741.7,10716.55,10806.5,10806.6,10801.85,10741.1,10682.7,10596.4,10516.7,10536.7,10430.35,10513.85,10605.15,10688.65,10633.3,10614.35,10736.15,10664.44773
10696.2,10628.5,10593.15,10684.65,10768.35,10767.65,10786.95,10842.85,10856.7,10808.05,10817.7,10799.85,10710.45,10772.05,10741.1,10821.85,10762.45,10769.15,10671.4,10589.1,10714.3,10742.97381,10472.97
10657.3,10699.9,10769.9,10749.75,10772.65,10852.9,10947.25,10948.3,11023.2,11018.9,10936.85,11008.05,10980.45,10957.1,11010.2,11084.75,11134.3,11132,11167.3,11278.35,11319.55,11356.5,10991.15682
11346.2,11244.7,11360.8,11387.1,11389.45,11450,11470.7,11429.5,11355.75,11435.1,11385.05,11470.75,11551.75,11570.9,11582.75,11557.1,11691.95,11738.5,11691.9,11676.8,11680.5,11498.44048,11498.44
11582.35,11520.3,11476.95,11536.9,11589.1,11438.1,11287.5,11369.9,11515.2,11377.75,11278.9,11234.35,11143.1,10967.4,11067.45,11053.8,10977.55,10930.45,11297.05833,11297.06,11297.06,11297.06,11297.06
11008.3,10858.25,10599.25,10316.45,10348.05,10301.05,10460.1,10234.65,10472.5,10512.5,10584.75,10453.05,10303.55,10245.25,10146.8,10224.75,10124.9,10030,10250.85,10198.4,10386.6,10383.80952,10383.81
10380.45,10553,10524,10530,10598.4,10585.2,10482.2,10582.5,10576.3,10616.7,10682.2,10763.4,10656.2,10600.05,10526.75,10628.6,10685.6,10728.85,10858.7,10876.75,10621.7925,10621.79,10621.79
10883.75,10869.5,10782.9,10601.15,10693.7,10488.45,10549.15,10737.6,10791.55,10805.45,10888.35,10908.7,10967.3,10951.7,10754,10663.5,10729.85,10779.8,10859.9,10862.55,10778.4425,10778.44,10778.44
10910.1,10792.5,10672.25,10727.35,10771.8,10802.15,10855.15,10821.6,10794.95,10737.6,10886.8,10890.3,10905.2,10906.95,10961.85,10922.75,10831.5,10849.8,10780.55,10661.55,10652.2,10651.8,10830.95
10893.65,10912.25,10934.35,11062.45,11069.4,10943.6,10888.8,10831.4,10793.65,10746.05,10724.4,10640.95,10604.35,10735.45,10789.85,10791.65,10880.1,10835.3,10806.65,10792.5,10833.84,10833.84,10833.84
10863.5,10987.45,11053,11058.2,11035.4,11168.05,11301.2,11341.7,11343.25,11426.85,11462.2,11532.4,11521.05,11456.9,11354.25,11483.25,11445.05,11570,11623.9,11317.24211,11317.24,11317.24,11317.24
11669.15,11713.2,11643.95,11598,11665.95,11604.5,11671.95,11584.3,11596.7,11643.45,11690.35,11787.15,11752.8,11594.45,11575.95,11726.15,11641.8,11754.65,11748.15,11666.45263,11666.45,11666.45,11666.45
11724.75,11712.25,11598.25,11497.9,11359.45,11301.8,11278.9,11148.2,11222.05,11157,11257.1,11407.15,11828.25,11709.1,11737.9,11657.05,11844.1,11924.75,11928.75,11861.1,11945.9,11922.8,11592.02273
12088.55,12021.65,11843.75,11870.65,11922.7,11965.6,11906.2,11914.05,11823.3,11672.15,11691.5,11691.45,11831.75,11724.1,11699.65,11796.45,11847.55,11841.55,11788.85,11839.02368,11839.02,11839.02,11839.02
11865.6,11910.3,11916.75,11946.75,11811.15,11558.6,11555.9,11498.9,11582.9,11552.5,11588.35,11662.6,11687.5,11596.9,11419.25,11346.2,11331.05,11271.3,11252.15,11284.3,11189.2,11085.4,11118
10980,10997.35,10862.6,10948.25,10855.5,11032.45,11109.65,10925.85,11029.4,11047.8,11053.9,11017,10918.7,10741.35,10829.35,11057.85,11105.35,11046.1,10948.3,11023.25,10976.5,10976.5,10976.5
10797.9,10844.65,10847.9,10946.2,11003.05,11035.7,10982.8,11075.9,11003.5,10817.6,10840.65,10704.8,11274.2,11600.2,11588.2,11440.2,11571.2,11512.4,11474.45,11124.28947,11124.29,11124.29,11124.29
11359.9,11314,11174.75,11126.4,11313.3,11234.55,11305.05,11341.15,11428.3,11464,11586.35,11661.85,11588.35,11604.1,11582.6,11583.9,11627.15,11786.85,11844.1,11877.45,11490.205,11490.21,11490.21
11890.6,11941.3,11917.2,11966.05,12012.05,11908.15,11913.45,11840.45,11872.1,11895.45,11884.5,11940.1,11999.1,11968.4,11914.4,12073.75,12037.7,12100.7,12151.15,12056.05,11964.1325,11964.13,11964.13
12048.2,11994.2,12043.2,12018.4,11921.5,11937.5,11856.8,11910.15,11971.8,12086.7,12053.95,12165,12221.65,12259.7,12271.8,12262.75,12214.55,12126.55,12245.8,12255.85,12168.45,12096.88095,12096.88
12182.5,12282.2,12226.65,11993.05,12052.95,12025.35,12215.9,12256.8,12329.55,12362.3,12343.3,12355.5,12352.35,12224.55,12169.85,12106.9,12180.35,12248.25,12119,12055.8,12129.5,12035.8,11962.1
11661.85,11707.9,11979.65,12089.15,12137.95,12098.35,12031.5,12107.9,12201.2,12174.65,12113.45,12045.8,11992.5,12125.9,12080.85,11829.4,11797.9,11678.5,11633.3,11201.75,11934.4725,11934.47,11934.47
11132.75,11303.3,11251,11269,10989.45,10451.45,10458.4,9590.15,9955.2,9197.4,8967.05,8468.8,8263.45,8745.45,7610.25,7801.05,8317.85,8641.45,8660.25,8281.1,8597.75,9426.311905,9426.312
8253.8,8083.8,8792.2,8748.75,9111.9,8993.85,8925.3,8992.8,9266.75,9261.85,8981.45,9187.3,9313.9,9154.4,9282.3,9380.9,9553.35,9859.9,9063.583333,9063.583,9063.583,9063.583,9063.583
9293.5,9205.6,9270.9,9199.05,9251.5,9239.2,9196.55,9383.55,9142.75,9136.85,8823.25,8879.1,9066.55,9106.25,9039.25,9029.05,9314.95,9490.1,9580.3,9192.013158,9192.013,9192.013,9192.013
9826.15,9979.1,10061.55,10029.1,10142.15,10167.45,10046.65,10116.15,9902,9972.9,9813.7,9914,9881.15,10091.65,10244.4,10311.2,10471,10305.3,10288.9,10383,10312.4,10302.1,10116.45455
10430.05,10551.7,10607.35,10763.65,10799.65,10705.75,10813.45,10768.05,10802.7,10607.35,10618.2,10739.95,10901.7,11022.2,11162.25,11132.6,11215.45,11194.15,11131.8,11300.55,11202.85,11102.15,11073.45
10891.6,11095.25,11101.65,11200.15,11214.05,11270.15,11322.5,11308.4,11300.45,11178.4,11247.1,11385.35,11408.4,11312.2,11371.6,11466.45,11472.25,11549.6,11559.25,11647.6,11387.5,11318.56667,11318.57
11470.25,11535,11527.45,11333.85,11355.05,11317.35,11278,11449.25,11464.45,11440.05,11521.8,11604.55,11516.1,11504.95,11250.55,11153.65,11131.85,10805.55,11050.25,11227.55,11222.4,11247.55,11336.70227
11416.95,11503.35,11662.4,11738.85,11834.6,11914.2,11930.95,11934.5,11971.05,11680.35,11762.45,11873.05,11896.8,11937.65,11896.45,11930.35,11767.75,11889.4,11729.6,11670.8,11642.4,11789.70952,11789.71
11669.15,11813.5,11908.5,12120.3,12263.55,12461.05,12631.1,12749.15,12690.8,12719.95,12780.25,12874.2,12938.25,12771.7,12859.05,12926.45,13055.15,12858.4,12987,12968.95,12602.3225,12602.32,12602.32
13109.05,13113.75,13133.9,13258.55,13355.75,13392.95,13529.1,13478.3,13513.85,13558.15,13567.85,13682.7,13740.7,13760.55,13328.4,13466.3,13601.1,13749.25,13873.2,13932.6,13981.95,13981.75,13550.44091
